selected_rank,candidate_id,slate_date,player,team,opponent,matchup_key,game_time_et,market,side,line,sportsbook_count,projected_value,line_gap,abs_line_gap,wf_confidence,meta_prob_correct,projected_minutes,minutes_volatility,starter_rate_last10,lineup_status,availability_status,rotation_rank,minutes_trend,data_completeness_score,stake_level,team_recent_win_pct,opponent_recent_win_pct,market_synergy_boost,market_synergy_drag,estimated_accuracy_prior_pct,tier,model_action,base_score,context_score,context_adjustment,correlation_penalty,final_score,risk_flags,context_flags,premium_pockets
,1af29c2b9ea47ce71d9b,2026-05-09,Ausar Thompson,DET,CLE,DET@CLE,"May 9, 3:00 PM",PRA,OVER,19.5,11,18.51,-0.99,0.99,0.646433,0.52269,32.73,5.43,,CONFIRMED,,5,-0.7,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.756306,0.585,0,0.249,0.507306,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,c52ff7c2f26e0741706d,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",RA,UNDER,10.5,10,11.4,0.9,0.9,0.601756,0.576987,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.755582,0.565,0,0.095,0.660582,projection_side_split; auxiliary_side_sample_risk; recent_form_mismatch,recent_form_mismatch,
,2117ff376a5c679154bb,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",AST,UNDER,6.5,11,7.46,0.96,0.96,0.632335,0.52197,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.754984,0.585,0,0.101,0.653984,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,e6458a3a0c8d8012302f,2026-05-09,Cason Wallace,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",REB,OVER,2.5,11,3.17,0.67,0.67,0.760823,0.540451,23.21,3.17,,EXPECTED,,6,1.45,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.754983,0.6,0,0.095,0.659983,recent_form_mismatch,recent_form_mismatch,
,98de37a45ee49eb6ba27,2026-05-09,Donovan Mitchell,CLE,DET,DET@CLE,"May 9, 3:00 PM",REB,OVER,3.75,10,4.46,0.71,0.71,0.646087,0.543924,36.59,2.85,,CONFIRMED,,2,0.65,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.753866,0.62,0,0.095,0.658866,recent_form_mismatch,recent_form_mismatch,
,531517a70353792d6966,2026-05-09,Dean Wade,CLE,DET,DET@CLE,"May 9, 3:00 PM",REB,OVER,3.5,11,3.9,0.4,0.4,0.752581,0.562424,25.13,3.75,,CONFIRMED,,6,0.07,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.752575,0.62,0,0.095,0.657575,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,892ee4e218d82b0661c5,2026-05-09,Jalen Duren,DET,CLE,DET@CLE,"May 9, 3:00 PM",REB,OVER,10.5,11,10.63,0.13,0.13,0.705823,0.568606,33.73,4.17,,CONFIRMED,,4,4.25,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.752158,0.61,0,0.095,0.657158,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,1e745d2a0c72cd350f57,2026-05-09,Jaylon Tyson,CLE,DET,DET@CLE,"May 9, 3:00 PM",PTS,OVER,7.5,11,6.1,-1.4,1.4,0.782084,0.598763,17.07,4.24,,CONFIRMED,,9,1.95,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.751207,0.55,-0.025,0.107,0.644207,low_projected_minutes; projection_side_split; recent_form_mismatch; high_stakes_bench_role,recent_form_mismatch; high_stakes_bench_role,
,91fa9e87b0e9a4eba54f,2026-05-09,Luguentz Dort,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",REB,OVER,2.5,10,3.02,0.52,0.52,0.727612,0.553102,25.72,2.54,,EXPECTED,,5,2.7,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.750959,0.625,0,0.095,0.655959,recent_form_mismatch,recent_form_mismatch,
,40a289b07f807fad3d7a,2026-05-09,Donovan Mitchell,CLE,DET,DET@CLE,"May 9, 3:00 PM",RA,UNDER,8.25,10,8.72,0.47,0.47,0.628022,0.590754,36.59,2.85,,CONFIRMED,,2,0.65,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.750771,0.62,0,0.113,0.637771,projection_side_split; auxiliary_side_sample_risk; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,dbe51b5345f73f75fe47,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",PTS,UNDER,29.5,11,29.87,0.37,0.37,0.670817,0.551121,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.750259,0.565,0,0.107,0.643259,projection_side_split; counter_projection_pts_under_thin_gap; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,840cc924b87c7288bd75,2026-05-09,Evan Mobley,CLE,DET,DET@CLE,"May 9, 3:00 PM",RA,UNDER,11.5,9,12.14,0.64,0.64,0.628252,0.587374,34.79,4.84,,CONFIRMED,,3,0.06,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.749872,0.585,0,0.113,0.636872,projection_side_split; auxiliary_side_sample_risk; recent_form_mismatch,recent_form_mismatch,
,3c2c2cf196823c9ec619,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",REB,OVER,5.5,9,5.1,-0.4,0.4,0.690382,0.543183,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.748469,0.585,0,0.095,0.653469,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,10fbeb9cfff4d9474780,2026-05-09,Donovan Mitchell,CLE,DET,DET@CLE,"May 9, 3:00 PM",PA,OVER,30.5,10,29.4,-1.1,1.1,0.5546,0.547233,36.59,2.85,,CONFIRMED,,2,0.65,100,PLAYOFF_HIGH_LEVERAGE,0,1,6.36,0,89.06,C,COVERAGE,0.748262,0.655,0,0.113,0.635262,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,9420ed2d813a754ecfe8,2026-05-09,Daniss Jenkins,DET,CLE,DET@CLE,"May 9, 3:00 PM",RA,OVER,5.5,7,6.13,0.63,0.63,0.77665,0.765454,23.09,7.14,,CONFIRMED,,12,8.76,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.748065,0.51,-0.025,0.243,0.505065,wide_minutes_range; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; recent_form_mismatch; high_stakes_bench_role,
,b60f7b6575bad83c7e55,2026-05-09,Isaiah Stewart,DET,CLE,DET@CLE,"May 9, 3:00 PM",PRA,OVER,6.5,4,8.26,1.76,1.76,0.778238,0.736064,12.27,4.04,,CONFIRMED,,14,-2.8,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,5.56,89.06,C,COVERAGE,0.747553,0.427567,-0.025,0.249,0.498553,low_projected_minutes; wide_minutes_range; minutes_trend_against_side; teammate_synergy_against_side; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; minutes_trend_against_side; teammate_synergy_against_side; recent_form_mismatch; high_stakes_bench_role,
,fb36ea7b2886bb605368,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",PA,UNDER,26.5,10,26.89,0.39,0.39,0.60605,0.609483,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,4.66,6.81,89.06,C,COVERAGE,0.747305,0.597542,0,0.113,0.634305,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,db9524717c80b94e1f10,2026-05-09,Jake LaRavia,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",REB,OVER,2,6,2.6,0.6,0.6,0.834886,0.810451,12.82,6.17,,EXPECTED,,9,-3.62,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.747231,0.48,-0.025,0.095,0.652231,low_projected_minutes; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,
,2d63cefc3d92fdd13012,2026-05-09,Caris LeVert,DET,CLE,DET@CLE,"May 9, 3:00 PM",PRA,OVER,5.5,3,8.02,2.52,2.52,0.721139,0.691523,13.77,7.24,,CONFIRMED,,16,-3.89,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.746306,0.46,-0.025,0.249,0.497306,low_projected_minutes; minimum_book_depth; wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,
,28d754f3237bf15e2c73,2026-05-09,Austin Reaves,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",AST,UNDER,6.5,11,5.81,-0.69,0.69,0.654178,0.472554,35.44,4.69,,EXPECTED,,4,0.3,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.744798,0.565,0,0.101,0.643798,recent_form_mismatch,recent_form_mismatch,
,d814aad0f02c5d8bf162,2026-05-09,Marcus Smart,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",PA,OVER,15.5,9,16.96,1.46,1.46,0.563074,0.474918,34.13,5.76,,EXPECTED,,5,1.58,100,PLAYOFF_HIGH_LEVERAGE,0,1,8.97,0,89.06,C,COVERAGE,0.744263,0.625,0,0.095,0.649263,recent_form_mismatch,recent_form_mismatch,
,110fd20da4316b3f98d6,2026-05-09,Dean Wade,CLE,DET,DET@CLE,"May 9, 3:00 PM",PR,OVER,8.5,8,8.37,-0.13,0.13,0.760468,0.611494,25.13,3.75,,CONFIRMED,,6,0.07,100,PLAYOFF_HIGH_LEVERAGE,0,1,4.14,2.13,89.06,C,COVERAGE,0.743665,0.631725,0,0.113,0.630665,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,636d71e74e6cddd12ee0,2026-05-09,Daniss Jenkins,DET,CLE,DET@CLE,"May 9, 3:00 PM",PRA,UNDER,16.5,10,14.86,-1.64,1.64,0.67711,0.55869,23.09,7.14,,CONFIRMED,,12,8.76,100,PLAYOFF_HIGH_LEVERAGE,1,0,13.58,0,89.06,C,COVERAGE,0.743134,0.425,-0.025,0.119,0.624134,wide_minutes_range; minutes_trend_against_side; teammate_synergy_against_side; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; minutes_trend_against_side; teammate_synergy_against_side; recent_form_mismatch; high_stakes_bench_role,
,cb51c4442a01597e087b,2026-05-09,Cade Cunningham,DET,CLE,DET@CLE,"May 9, 3:00 PM",THREES,UNDER,2.5,9,2.28,-0.22,0.22,0.656595,0.581987,41.95,5.92,,CONFIRMED,,1,2.19,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.74302,0.56,0,0.095,0.64802,thin_projection_gap; minutes_trend_against_side; recent_form_mismatch,minutes_trend_against_side; recent_form_mismatch,
,fc467685e0d10a7a8d15,2026-05-09,Tobias Harris,DET,CLE,DET@CLE,"May 9, 3:00 PM",REB,OVER,6.5,10,6.44,-0.06,0.06,0.67064,0.557215,36.86,4.81,,CONFIRMED,,2,2.77,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.742813,0.61,0,0.095,0.647813,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,6a6dd3354a383140236c,2026-05-09,Luguentz Dort,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",PTS,OVER,6.5,11,6.74,0.24,0.24,0.709526,0.571354,25.72,2.54,,EXPECTED,,5,2.7,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.742792,0.625,0,0.237,0.505792,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,2da3d4fa1f41e1232726,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",THREES,UNDER,1.5,9,1.51,0.01,0.01,0.659239,0.615083,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.742529,0.565,0,0.095,0.647529,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,4bfa09352bd30b1ab95b,2026-05-09,Ausar Thompson,DET,CLE,DET@CLE,"May 9, 3:00 PM",PTS,UNDER,9.5,10,8.93,-0.57,0.57,0.635327,0.515045,32.73,5.43,,CONFIRMED,,5,-0.7,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.742036,0.585,0,0.107,0.635036,recent_form_mismatch,recent_form_mismatch,
,e92f783e3b2ff33df8da,2026-05-09,Evan Mobley,CLE,DET,DET@CLE,"May 9, 3:00 PM",PR,UNDER,24.25,10,24.05,-0.2,0.2,0.649753,0.545483,34.79,4.84,,CONFIRMED,,3,0.06,100,PLAYOFF_HIGH_LEVERAGE,0,1,22.81,0,89.06,C,COVERAGE,0.741144,0.55,0,0.113,0.628144,thin_projection_gap; teammate_synergy_against_side; recent_form_mismatch,teammate_synergy_against_side; recent_form_mismatch,
,f78b0db5334975ddc528,2026-05-09,Donovan Mitchell,CLE,DET,DET@CLE,"May 9, 3:00 PM",PRA,OVER,34.5,11,33.86,-0.64,0.64,0.583359,0.541428,36.59,2.85,,CONFIRMED,,2,0.65,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.740359,0.62,0,0.119,0.621359,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,cded2b3aec9069003bcd,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",PRA,OVER,40.5,11,41.27,0.77,0.77,0.584313,0.509911,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.739585,0.59,0,0.231,0.508585,recent_form_mismatch,recent_form_mismatch,
,e2055efa06f7956caa05,2026-05-09,Daniss Jenkins,DET,CLE,DET@CLE,"May 9, 3:00 PM",PTS,UNDER,10.5,11,8.73,-1.77,1.77,0.662075,0.520686,23.09,7.14,,CONFIRMED,,12,8.76,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.738574,0.46,-0.025,0.107,0.631574,wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,
,d44a5862f0f0de3513d8,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",REB,UNDER,3.5,11,4.31,0.81,0.81,0.577154,0.503558,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.738474,0.565,0,0.095,0.643474,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,f27205a286c3f7e25bb0,2026-05-09,Luke Kennard,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",REB,UNDER,2.5,10,2.84,0.34,0.34,0.687144,0.520275,27.36,8.98,,EXPECTED,,6,-3.35,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.737012,0.5,0,0.095,0.642012,projection_side_split; thin_projection_gap; volatile_minutes; recent_form_mismatch,volatile_minutes; recent_form_mismatch,
,f823066a89c875b0a37a,2026-05-09,Jalen Duren,DET,CLE,DET@CLE,"May 9, 3:00 PM",RA,UNDER,13.25,10,13,-0.25,0.25,0.618702,0.543722,33.73,4.17,,CONFIRMED,,4,4.25,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.736192,0.56,0,0.113,0.623192,auxiliary_side_sample_risk; thin_projection_gap; minutes_trend_against_side; recent_form_mismatch,minutes_trend_against_side; recent_form_mismatch,
,a58b7bd271bc78cdc6e0,2026-05-09,Evan Mobley,CLE,DET,DET@CLE,"May 9, 3:00 PM",PTS,UNDER,15.5,11,15.52,0.02,0.02,0.636801,0.558812,34.79,4.84,,CONFIRMED,,3,0.06,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.735879,0.585,0,0.107,0.628879,projection_side_split; counter_projection_pts_under_thin_gap; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,38a921b4d9e67a771ddb,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",THREES,UNDER,2.5,9,2.45,-0.05,0.05,0.633581,0.589644,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.735416,0.585,0,0.095,0.640416,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,80a8add001d8367888e0,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",PTS,OVER,19.5,11,19.43,-0.07,0.07,0.622246,0.559939,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.73475,0.585,0,0.107,0.62775,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,d3064a43136772f8c628,2026-05-09,Max Strus,CLE,DET,DET@CLE,"May 9, 3:00 PM",PTS,OVER,8.5,9,8.98,0.48,0.48,0.677525,0.542028,25.76,3.94,,CONFIRMED,,5,3.91,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.734393,0.62,0,0.107,0.627393,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,5c02561ed435d2da541a,2026-05-09,Duncan Robinson,DET,CLE,DET@CLE,"May 9, 3:00 PM",RA,OVER,4.5,8,5.06,0.56,0.56,0.724385,0.590108,32.88,5,,CONFIRMED,,6,3.73,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.733559,0.57,-0.025,0.243,0.490559,wide_minutes_range; recent_form_mismatch,wide_minutes_range; recent_form_mismatch,
,d3df00106e0bfa058586,2026-05-09,James Harden,CLE,DET,DET@CLE,"May 9, 3:00 PM",PR,UNDER,24.5,10,24.53,0.03,0.03,0.59252,0.592979,38.57,4.67,,CONFIRMED,,1,0.61,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,5.69,89.06,C,COVERAGE,0.732959,0.618192,0,0.113,0.619959,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,6c95d08a45e5338f5950,2026-05-09,Cade Cunningham,DET,CLE,DET@CLE,"May 9, 3:00 PM",RA,UNDER,14.5,10,14.07,-0.43,0.43,0.568916,0.539157,41.95,5.92,,CONFIRMED,,1,2.19,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.731842,0.56,0,0.113,0.618842,auxiliary_side_sample_risk; thin_projection_gap; minutes_trend_against_side; recent_form_mismatch,minutes_trend_against_side; recent_form_mismatch,
,ad9b7f13ddf7f8cecefd,2026-05-09,Max Strus,CLE,DET,DET@CLE,"May 9, 3:00 PM",AST,OVER,1.5,7,2.63,1.13,1.13,0.638553,0.507294,25.76,3.94,,CONFIRMED,,5,3.91,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.729849,0.62,0,0.101,0.628849,recent_form_mismatch,recent_form_mismatch,
,9076d57ea059aa9078d4,2026-05-09,Daniss Jenkins,DET,CLE,DET@CLE,"May 9, 3:00 PM",THREES,UNDER,1.5,9,1.07,-0.43,0.43,0.726521,0.66381,23.09,7.14,,CONFIRMED,,12,8.76,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.729479,0.46,-0.025,0.095,0.634479,thin_projection_gap; wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,wide_minutes_range; minutes_trend_against_side; recent_form_mismatch; high_stakes_bench_role,
,784b59fbeb05226e2341,2026-05-09,Jaylon Tyson,CLE,DET,DET@CLE,"May 9, 3:00 PM",THREES,UNDER,1.5,7,0.99,-0.51,0.51,0.775778,0.72399,17.07,4.24,,CONFIRMED,,9,1.95,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.72887,0.525,-0.025,0.095,0.63387,low_projected_minutes; recent_form_mismatch; high_stakes_bench_role,recent_form_mismatch; high_stakes_bench_role,
,838f3024fe05d6a04031,2026-05-09,Shai Gilgeous-Alexander,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",AST,OVER,6.5,11,7.09,0.59,0.59,0.548918,0.510945,35.68,4.84,,EXPECTED,,1,1.78,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.728559,0.59,0,0.231,0.497559,recent_form_mismatch,recent_form_mismatch,
,a505a3b3f2d0bb5e1631,2026-05-09,Dean Wade,CLE,DET,DET@CLE,"May 9, 3:00 PM",PTS,OVER,4.5,10,4.47,-0.03,0.03,0.699627,0.525735,25.13,3.75,,CONFIRMED,,6,0.07,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.72804,0.62,0,0.107,0.62104,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,130fcd18d871484f1872,2026-05-09,Donovan Mitchell,CLE,DET,DET@CLE,"May 9, 3:00 PM",AST,OVER,3.5,11,4.26,0.76,0.76,0.523818,0.507032,36.59,2.85,,CONFIRMED,,2,0.65,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.728026,0.62,0,0.101,0.627026,recent_form_mismatch,recent_form_mismatch,
,cceaf6b63a03a7c1eec1,2026-05-09,LeBron James,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",PRA,OVER,36.5,11,38.83,2.33,2.33,0.543914,0.558885,37.34,7.17,,EXPECTED,,3,1.55,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,D,COVERAGE,0.72777,0.59,0,0.101,0.62677,baseline_source; recent_form_mismatch,recent_form_mismatch,
,548e8bcd0a737f245263,2026-05-09,Luguentz Dort,OKC,LAL,OKC@LAL,"May 9, 8:30 PM",PRA,OVER,10.5,8,11.21,0.71,0.71,0.666808,0.499165,25.72,2.54,,EXPECTED,,5,2.7,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.72753,0.625,0,0.231,0.49653,recent_form_mismatch,recent_form_mismatch,
,850d38db0eb53214dc4c,2026-05-09,Duncan Robinson,DET,CLE,DET@CLE,"May 9, 3:00 PM",PR,OVER,13.5,9,13.75,0.25,0.25,0.71413,0.579098,32.88,5,,CONFIRMED,,6,3.73,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,3.73,89.06,C,COVERAGE,0.726905,0.548242,-0.025,0.243,0.483905,thin_projection_gap; wide_minutes_range; teammate_synergy_against_side; recent_form_mismatch,wide_minutes_range; teammate_synergy_against_side; recent_form_mismatch,
,bbf1312a188a3d9912b9,2026-05-09,Evan Mobley,CLE,DET,DET@CLE,"May 9, 3:00 PM",PRA,OVER,27.5,11,27.66,0.16,0.16,0.590162,0.527001,34.79,4.84,,CONFIRMED,,3,0.06,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.726764,0.585,0,0.119,0.607764,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,fecb04f8e95c43f8e3d2,2026-05-09,Austin Reaves,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",PRA,UNDER,32.5,11,31.26,-1.24,1.24,0.589775,0.571094,35.44,4.69,,EXPECTED,,4,0.3,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,D,COVERAGE,0.726667,0.565,0,0.101,0.625667,recent_form_mismatch,recent_form_mismatch,
,0574129f79482f72b57d,2026-05-09,Jalen Duren,DET,CLE,DET@CLE,"May 9, 3:00 PM",AST,OVER,1.5,7,2.37,0.87,0.87,0.576328,0.518869,33.73,4.17,,CONFIRMED,,4,4.25,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.726619,0.61,0,0.231,0.495619,recent_form_mismatch,recent_form_mismatch,
,a988557fb9b46a19742b,2026-05-09,Max Strus,CLE,DET,DET@CLE,"May 9, 3:00 PM",PA,OVER,10.5,7,11.61,1.11,1.11,0.617327,0.509567,25.76,3.94,,CONFIRMED,,5,3.91,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.725813,0.62,0,0.113,0.612813,recent_form_mismatch,recent_form_mismatch,
,00599d28509c3e5e9ad2,2026-05-09,Deandre Ayton,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",REB,OVER,8.5,10,10.65,2.15,2.15,0.597621,0.559442,29.7,4.15,,EXPECTED,,7,-2.21,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,D,COVERAGE,0.725548,0.54,0,0.095,0.630548,baseline_source; minutes_trend_against_side; recent_form_mismatch,minutes_trend_against_side; recent_form_mismatch,
,a4c4dbb84ecfcc745043,2026-05-09,Jarrett Allen,CLE,DET,DET@CLE,"May 9, 3:00 PM",PA,OVER,13.5,8,14.42,0.92,0.92,0.575646,0.518204,28.91,4.3,,CONFIRMED,,4,-0.22,100,PLAYOFF_HIGH_LEVERAGE,0,1,5.56,0,89.06,C,COVERAGE,0.724703,0.617433,0,0.113,0.611703,recent_form_mismatch,recent_form_mismatch,
,a67d36c458114c626c30,2026-05-09,Max Strus,CLE,DET,DET@CLE,"May 9, 3:00 PM",PRA,OVER,15.5,9,15.94,0.44,0.44,0.657578,0.499165,25.76,3.94,,CONFIRMED,,5,3.91,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.723735,0.62,0,0.119,0.604735,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,9085eba21e73f905281f,2026-05-09,Austin Reaves,LAL,OKC,OKC@LAL,"May 9, 8:30 PM",PA,OVER,28.5,10,26.82,-1.68,1.68,0.528354,0.544844,35.44,4.69,,EXPECTED,,4,0.3,100,PLAYOFF_HIGH_LEVERAGE,0,1,23.95,0,89.06,D,COVERAGE,0.72367,0.6,0,0.095,0.62867,projection_side_split; recent_form_mismatch,recent_form_mismatch,
,627e84893ea8412d9c54,2026-05-09,Cade Cunningham,DET,CLE,DET@CLE,"May 9, 3:00 PM",AST,OVER,8.5,11,8.86,0.36,0.36,0.568523,0.491257,41.95,5.92,,CONFIRMED,,1,2.19,100,PLAYOFF_HIGH_LEVERAGE,1,0,0,0,89.06,C,COVERAGE,0.723198,0.61,0,0.231,0.492198,thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
,f0d40bc4cfcd8b0af373,2026-05-09,Evan Mobley,CLE,DET,DET@CLE,"May 9, 3:00 PM",REB,UNDER,8.5,11,8.53,0.03,0.03,0.584041,0.532237,34.79,4.84,,CONFIRMED,,3,0.06,100,PLAYOFF_HIGH_LEVERAGE,0,1,0,0,89.06,C,COVERAGE,0.722929,0.585,0,0.095,0.627929,projection_side_split; thin_projection_gap; recent_form_mismatch,recent_form_mismatch,
